"id","package_item_A","package_item_B","package_item_C","package_project_name","package_technology","package_coordinator","package_country","registration_surveyid","registration_survey_deviceimei","registration_survey_start","registration_survey_end","registration_district","registration_village","registration_qst101","registration_gender","registration_age","registration_whocontrolstheincome","registration_whocontrolstheincome_oth","registration_farm_geo_longitude","registration_farm_geo_latitude","registration_farm_geo_elevation","registration_farm_geo_gps_precision","d9map_surveyid","d9map_survey_deviceimei","d9map_survey_start","d9map_survey_end","d9map_generalappearanc_pos","d9map_generalappearanc_neg","d9map_plantheightabove_pos","d9map_plantheightabove_neg","d9map_suitabilitysoils_pos","d9map_suitabilitysoils_neg","d9map_overallbest9map_pos","d9map_overallbest9map_neg","d9map_xticbestclon9map","d9map_xticbestclon9map_oth","d9map_farm_geo_longitude","d9map_farm_geo_latitude","d9map_farm_geo_elevation","d9map_farm_geo_gps_precision","d6map_surveyid","d6map_survey_deviceimei","d6map_survey_start","d6map_survey_end","d6map_stemappear6map_pos","d6map_stemappear6map_neg","d6map_branchhabit_pos","d6map_branchhabit_neg","d6map_generalappearanc_pos","d6map_generalappearanc_neg","d6map_overperfclon6map","d6map_overallclone6map","d6map_overallclone6map_oth","d6map_photo6map1","d6map_photo6map2","d6map_farm_geo_longitude","d6map_farm_geo_latitude","d6map_farm_geo_elevation","d6map_farm_geo_gps_precision","d3map_surveyid","d3map_survey_deviceimei","d3map_survey_start","d3map_survey_end","d3map_aboutpestresis_pos","d3map_aboutpestresis_neg","d3map_aboutdiseaseres_pos","d3map_aboutdiseaseres_neg","d3map_aboutvigor_pos","d3map_aboutvigor_neg","d3map_overallperfclone","d3map_cloneperformance","d3map_cloneperformance_oth","d3map_farm_geo_longitude","d3map_farm_geo_latitude","d3map_farm_geo_elevation","d3map_farm_geo_gps_precision","d1map_surveyid","d1map_survey_deviceimei","d1map_survey_start","d1map_survey_end","d1map_plantingdate","d1map_fieldslope","d1map_soilquality","d1map_soiltexture","d1map_germination_pos","d1map_germination_neg","d1map_reasongermworst","d1map_reasongermbest","d1map_vigor_pos","d1map_vigor_neg","d1map_reasonvigorbest","d1map_reasonvigorworst","d1map_generalappearanc_pos","d1map_generalappearanc_neg","d1map_reasongappbest","d1map_reasongappworst","d1map_useimpvar","d1map_acessextension","d1map_accessplantmat","d1map_stemreplacement","d1map_farm_geo_longitude","d1map_farm_geo_latitude","d1map_farm_geo_elevation","d1map_farm_geo_gps_precision","X12map_harvest_field_surveyid","X12map_harvest_field_survey_deviceimei","X12map_harvest_field_survey_start","X12map_harvest_field_qst101","X12map_harvest_field_stemquality_pos","X12map_harvest_field_stemquality_neg","X12map_harvest_field_rootshapes_pos","X12map_harvest_field_rootshapes_neg","X12map_harvest_field_rootofsize_pos","X12map_harvest_field_rootofsize_neg","X12map_harvest_field_rootyieldcass_pos","X12map_harvest_field_rootyieldcass_neg","X12map_harvest_field_diseaseresistanc_pos","X12map_harvest_field_diseaseresistanc_neg","X12map_harvest_field_rootcotcolor_pos","X12map_harvest_field_rootcotcolor_neg","X12map_harvest_field_overallrootlike_pos","X12map_harvest_field_overallrootlike_neg","X12map_harvest_field_overalperfharvst_pos","X12map_harvest_field_overalperfharvst_neg","X12map_harvest_field_overallscoreharv","X12map_harvest_field_perf_perfmlocalharvst_1","X12map_harvest_field_perf_perfmlocalharvst_2","X12map_harvest_field_perf_perfmlocalharvst_3","X12map_harvest_field_survey_end","X12map_harvest_field_farm_geo_longitude","X12map_harvest_field_farm_geo_latitude","X12map_harvest_field_farm_geo_elevation","X12map_harvest_field_farm_geo_gps_precision","X12map_flour_based_meal_surveyid","X12map_flour_based_meal_survey_deviceimei","X12map_flour_based_meal_survey_start","X12map_flour_based_meal_qst101","X12map_flour_based_meal_easedrying_pos","X12map_flour_based_meal_easedrying_neg","X12map_flour_based_meal_easemingling_pos","X12map_flour_based_meal_easemingling_neg","X12map_flour_based_meal_stickinesspaste_pos","X12map_flour_based_meal_stickinesspaste_neg","X12map_flour_based_meal_tastecasspaste_pos","X12map_flour_based_meal_tastecasspaste_neg","X12map_flour_based_meal_texturepaste_pos","X12map_flour_based_meal_texturepaste_neg","X12map_flour_based_meal_colorcasspaste_pos","X12map_flour_based_meal_colorcasspaste_neg","X12map_flour_based_meal_overalpastelike_pos","X12map_flour_based_meal_overalpastelike_neg","X12map_flour_based_meal_overalperfoflour_pos","X12map_flour_based_meal_overalperfoflour_neg","X12map_flour_based_meal_scoreperfomflour","X12map_flour_based_meal_perf_overalperflocal_1","X12map_flour_based_meal_perf_overalperflocal_2","X12map_flour_based_meal_perf_overalperflocal_3","X12map_flour_based_meal_choicreplantflou_pos","X12map_flour_based_meal_choicreplantflou_neg","X12map_flour_based_meal_survey_end","X12map_boiledroots_surveyid","X12map_boiledroots_survey_deviceimei","X12map_boiledroots_survey_start","X12map_boiledroots_qst101","X12map_boiledroots_easepeeling_pos","X12map_boiledroots_easepeeling_neg","X12map_boiledroots_cookingtime_pos","X12map_boiledroots_cookingtime_neg","X12map_boiledroots_mealiness_pos","X12map_boiledroots_mealiness_neg","X12map_boiledroots_cookedtaste_pos","X12map_boiledroots_cookedtaste_neg","X12map_boiledroots_softness_pos","X12map_boiledroots_softness_neg","X12map_boiledroots_fibrousness_pos","X12map_boiledroots_fibrousness_neg","X12map_boiledroots_overalboiledroot_pos","X12map_boiledroots_overalboiledroot_neg","X12map_boiledroots_overallperf_pos","X12map_boiledroots_overallperf_neg","X12map_boiledroots_scoreperformboil","X12map_boiledroots_perf_performlocal_1","X12map_boiledroots_perf_performlocal_2","X12map_boiledroots_perf_performlocal_3","X12map_boiledroots_choicreplantboil_pos","X12map_boiledroots_choicreplantboil_neg","X12map_boiledroots_survey_end"
121,"UG120024 ","MM16/0707","UG120156","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","4cc7bbc3-7830-4d17-8bd0-1a69b386efcd",359027091121525,"2019-04-27 12:12:42","2019-04-27 17:51:24","Dokolo","Awelogwei",121,"Female",32,"Male",NA,33.1239,2.012453,1071,4.9,"b83383e6-3b85-4b0c-bd5a-36ab96d65fc4",355145100053507,"2020-02-09 12:33:59","2020-02-09 13:40:34","C","A","C","A","C","A","C","A","General Appearance; Plant Height; Suitability To Soils",NA,33.10243,1.867017,0,3841,"ef5303d3-3df3-48a7-bcc4-395314b317ae",355145100053507,"2019-11-05 10:28:03","2019-11-05 19:29:29","C","A","C","A","C","A","C","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1572939191595.jpg","1572939241551.jpg",33.12239,2.005584,0,4637,"cc55c3d2-913e-4759-9d28-9adf2466275b",355145100053507,"2019-09-08 13:06:58","2019-09-09 15:34:13","C","A","C","A","C","B","Option C","Disease Resistance; Pest Resistance; Plant Vigor","Height",33.08785,1.970352,0,4398,"b020b480-a9b7-497f-9284-178b2cf7770d","355438910076150","2019-06-23 10:58:19","2019-06-23 12:43:27","2019-04-27","Flat","Regular","Sandy","B","A","More plants germinated","Poor germination, few plants","B","A","Big stems","Short plants","B","A","Vigorous plants","Poor plant stand",1,1,2,"Above Five Years",33.12398,2.012588,1058.5,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03a96932-8b16-48b4-bc7a-b9011110b519","af4b210b8fa10ace","2020-06-11 12:43:54",121,"C","A","C","B","C","A","C","B","C","A","C","B","C","A","C","A",1,"Worst","Better","Better","C","A","2020-06-11 13:02:31"
122,"MM06/123","UG130016 ","UG120124","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","32d6048e-f72e-4fe1-a19e-df38fa380752",359027091121525,"2019-04-27 12:53:37","2019-04-27 17:50:59","Dokolo","Awelogwei",122,"Female",45,"Male",NA,33.12637,2.012037,1078.9,4.9,"0bedbcb3-3119-4538-87d4-2daa3433044d",355145100053507,"2020-02-09 12:28:13","2020-02-09 13:31:20","C","A","C","A","C","A","C","A","General Appearance; Plant Height; Suitability To Soils",NA,33.05515,1.983265,0,4934,"ac7e5e5b-e245-4018-ab55-80dc144c1122",355145100053507,"2019-11-05 11:10:25","2019-11-05 19:30:41","C","A","B","A","C","A","B","Plant Branching Habit; General Appearance",NA,"1572941723275.jpg","1572941759002.jpg",33.13568,1.998576,0,4793,"78fc9dc2-6066-40b3-90d7-bb851a6d898b",355145100053507,"2019-09-08 12:42:32","2019-09-09 15:33:30","C","A","C","A","C","A","Option C","Plant Vigor; Disease Resistance; Pest Resistance",NA,33.08419,1.921792,0,6632,"61c7454a-818f-4ce1-9bc0-916b96955b10","355438910076150","2019-06-23 11:50:08","2019-06-23 12:44:15","2019-04-27","Flat","Regular","Sandy Loam","B","A","All plants germinated","Slow germination","C","A","Fast growing and healthy leaves","Stunted plants","B","A","Uniform plant stand","Varion in plant growth",1,1,2,"Above Five Years",33.12635,2.011912,1064.5,4.9,"368f21de-ed96-4977-a7c1-85826b7b0646","ce2d8386007f373a","2020-06-11 10:41:34",122,"C","A","C","A","C","A","B","A","C","A","C","A","B","A","B","A",1,"Worst","Better","Worst","2020-06-11 14:39:47",33.12636,2.011991,1073.905,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7a528cf2-e21b-4844-8c3d-a304143f70f6","ce2d8386007f373a","2020-06-11 12:21:30",122,"B","A","A","B","A","B","C","A","A","B","B","C","B","A","B","A",1,"Worst","Better","Better","B","A","2020-06-11 14:40:02"
123,"UG120180","NAROCASS 1","UG120198","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","accfae9b-f849-460f-9ce3-4474abc41383",359027091121525,"2019-04-27 13:14:22","2019-04-27 17:50:37","Dokolo","Awelogwei",123,"Female",41,"Male",NA,33.12398,2.011112,1072,4.5,"af16f186-9bcd-443e-8f3d-9c407a8d6ab9",355145100053507,"2020-02-09 12:42:46","2020-02-09 13:40:45","C","A","C","A","C","A","C","A","General Appearance; Plant Height; Suitability To Soils",NA,33.1228,2.007855,0,4116,"d4862099-06da-4ade-88af-462a26263954",355145100053507,"2019-11-05 10:41:38","2019-11-05 19:30:05","A","B","A","C","A","B","A","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1572940084628.jpg","1572940129951.jpg",33.13568,1.998576,0,4793,"711fc45a-11e8-43f5-b5a1-b40d7334d808",355145100053507,"2019-09-08 12:58:00","2019-09-09 15:33:46","A","B","A","B","C","B","Option A","Plant Vigor","Fast growing in terms of height",33.07617,1.974242,0,4398,"048f5cb5-ddba-4f73-a753-fcf5045368b2","355438910076150","2019-06-23 11:26:20","2019-06-23 12:43:43","2019-04-27","Flat","Regular","Sandy","B","A","Early sprouting","More missing plants","A","B","Strong plants with broad leaves","Stunted plants","B","A","Good plant establishment","Poor germination",1,1,1,"Four To Five Years",33.12391,2.011108,1060.7,5,"430bd087-c868-4ab7-a257-4a82e03e9688","af4b210b8fa10ace","2020-06-09 13:34:53",123,"C","A","B","A","B","C","B","C","B","A","B","A","B","C","B","C",1,"Worst","Better","Worst","2020-06-09 13:51:45",33.12391,2.011114,1062.83,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78dcf7af-34b7-490f-b65e-30a0a80dc564","af4b210b8fa10ace","2020-06-09 15:59:17",123,"A","C","B","C","B","C","B","A","B","A","A","C","B","C","B","A",1,"Worst","Better","Worst","B","A","2020-06-09 16:10:54"
124,"UG120193","UG130007","MM16/1627  ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","b9bc5127-5513-42de-8f57-86488bc7ccf1",359027091121525,"2019-04-27 13:50:53","2019-04-27 17:50:16","Dokolo","Awelogwei",124,"Male",40,"Male",NA,33.13057,2.008462,1083,5,"20258803-6c2a-41b8-bb70-2b53242f40e4",355145100053507,"2020-02-09 11:47:09","2020-02-09 13:30:08","A","C","A","C","A","C","A","C","General Appearance; Plant Height; Suitability To Soils","Stem size
Branching type",33.05515,1.983265,0,4934,"0a64a980-fe01-48fe-bc98-49b05dc8e8a6",355145100053507,"2019-11-05 09:55:55","2019-11-05 19:28:39","A","C","A","C","A","C","A","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1572937799705.jpg","1572937848822.jpg",33.12239,2.005584,0,4637,"fc9796eb-6e28-4933-8dd6-2ce0066618fb",355145100053507,"2019-09-08 12:20:47","2019-09-09 15:32:09","C","B","C","B","A","C","Option A","Plant Vigor; Disease Resistance","Stem size
Number of planlets per stand",33.08785,1.970352,0,4398,"cc5a9121-3e5a-491f-8da6-42a5fc4fb688","359667094717025","2019-06-23 14:35:25","2019-06-23 14:45:05","2019-04-26","Flat","Regular","Sandy Loam","B","A","Most stems sprouted","Few stems sprouted","C","A","Height above the ground","Short or stunted","C","A","Very vigorous  plants","Low vigor",1,1,1,"Two To Three Years",33.13051,2.00849,1074.4,5,"6bc264bc-c972-4958-8778-c0e7cf210601","af4b210b8fa10ace","2020-06-09 12:17:37",124,"A","C","B","C","B","C","A","C","C","B","C","B","B","A","A","C",1,"Better","Better","Better","2020-06-09 13:52:04",33.13047,2.008426,1056.086,4.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"856b3e93-a1b5-4a67-b329-761d4173d586","af4b210b8fa10ace","2020-06-09 15:23:51",124,"A","C","A","C","A","C","A","B","A","C","A","B","A","B","A","B",1,"Better","Worst","Better","A","B","2020-06-09 15:37:14"
125,"MM16/1627  ","UG120156","UG130016 ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","05cde7cf-224e-4cd9-afb9-af83ee622e38",359027091121525,"2019-04-27 14:16:37","2019-04-27 17:45:41","Dokolo","Awelogwei",125,"Female",63,"Male",NA,33.13065,2.008878,1072.2,4.4,"6623acec-3ac7-4b5a-87cf-35dfb64eed14",355145100053507,"2020-02-09 12:00:02","2020-02-09 13:30:19","C","B","C","B","C","B","C","B","General Appearance; Plant Height; Suitability To Soils",NA,33.05515,1.983265,0,4934,"71dbe7e7-e8ac-4a3a-ad40-5c6def30fd71",355145100053507,"2019-11-05 10:13:01","2019-11-05 19:29:00","C","A","C","A","C","B","C","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1572938293903.jpg","1572938321344.jpg",33.10875,1.978718,0,3955,"a39d54c7-98c2-4f71-81d8-a46a922172a0",355145100053507,"2019-09-08 12:29:48","2019-09-09 15:33:17","B","C","B","C","B","A","Option C","Plant Vigor","Good branching",33.08785,1.970352,0,4398,"fc1d11ac-a87a-458e-a431-e82e14f42319","359667094717025","2019-06-23 14:51:21","2019-06-23 15:03:59","2019-04-26","Flat","Regular","Sandy Loam","C","A","Most stems sprouted","Few stems sprouted","A","C","The plant height above ground","Stunted and diseased","C","B","Broad leaves","Plants look etiolated",1,1,1,"Two To Three Years",33.13066,2.008872,1086,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"UG120124","UG120180","NAROCASS 1","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","fb9f3c25-6dac-471b-b717-007d4bfa1bd6",359027091121525,"2019-04-27 14:45:44","2019-04-27 17:45:15","Dokolo","Awelogwei",126,"Female",37,"Male",NA,33.13025,2.006718,1080.7,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fe289519-3039-43dc-9e09-9479a11be7e9",355145100053507,"2019-11-05 11:26:57","2019-11-05 19:31:09","A","C","A","C","A","C","A","Stem Appearance; Plant Branching Habit",NA,"1572942740170.jpg","1572942767306.jpg",33.12239,2.005584,0,4637,"f36fc7aa-9b73-4248-8dcd-1d3989ff6582",355145100053507,"2019-09-08 13:19:04","2019-09-09 15:34:28","A","C","A","C","A","C","Option A","Plant Vigor",NA,33.07617,1.974242,0,4398,"71c5abeb-b564-42af-a910-15f84f2835bd","359667094717025","2019-06-23 14:14:19","2019-06-23 14:25:04","2019-04-26","Flat","Regular","Clay","B","C","Most stems sprouted","Few stems sprouted","B","C","Height above ground","Stunted","B","C","Initial   germination  and vigor","Poor germination",1,1,1,"After A Year",33.13031,2.006877,1063,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"UG120024 ","MM06/123","UG120198","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","c7fc2604-2c5b-4911-9430-da35e47f9d57",359027091121525,"2019-04-27 15:27:25","2019-04-27 17:44:56","Dokolo","Awelogwei",127,"Male",26,"Male",NA,33.13065,2.003975,1077.5,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3daebe37-3793-4525-b49e-43b397281eb5","359667094787655","2019-06-23 14:51:28","2019-06-23 15:43:35","2019-04-27","Flat","Regular","Sandy Loam","B","C","Variety strength","Variety weakness","B","C","Variety strength","Variety weakness","B","A","No of stems and leaves are many","Resembles the old variety commonly grown",1,1,2,"Two To Three Years",33.13067,2.003931,1070.8,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"UG130007","UG120193","MM16/0707","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","86d6344b-2d50-4837-9f3f-0178576c6db4",359027091121525,"2019-04-27 15:48:38","2019-04-27 17:44:38","Dokolo","Awelogwei",128,"Male",70,"Male",NA,33.12931,2.004073,1056,4.4,"0a7ac528-f835-45f9-a54c-ed6e17a2672e",355145100053507,"2020-02-09 11:34:16","2020-02-09 13:29:41","A","C","B","A","B","C","B","C","Plant Height; Suitability To Soils",NA,33.05515,1.983265,0,4934,"519f221a-50e8-4abc-93d8-61c8910d63e7",355145100053507,"2019-11-05 12:09:05","2019-11-05 19:31:49","C","A","A","C","B","C","C","Stem Appearance","Early flowering","1572945366452.jpg","1572945391962.jpg",33.12239,2.005584,0,4637,"890deb76-ac12-4d00-9189-00d59dfc5094",355145100053507,"2019-09-08 13:36:41","2019-09-09 15:35:08","C","B","C","B","A","C","Option A","Plant Vigor; Disease Resistance",NA,33.0645,1.978132,0,4635,"3630ae71-561a-4cde-8a59-b71b8cf88ab1","359667094787655","2019-06-23 14:38:18","2019-06-23 15:42:57","2019-04-27","Flat","Regular","Sandy Loam","B","C","High percentage germination","Low percentage germination","A","C","Variety strength","Variety weakness","B","C","More shoots germinated which may be good when doing business in stems","Grows slowly",1,1,1,"Two To Three Years",33.12926,2.004094,1056.7,5,"69fe3b9c-34a5-4f3a-91c8-8861f96434dd","af4b210b8fa10ace","2020-06-09 10:43:35",128,"A","C","A","C","A","B","A","C","A","C","C","A","A","C","A","C",1,"Better","Better","Worst","2020-06-09 11:28:35",33.1293,2.004012,1068.37,3.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1958601e-e7fa-4aa8-babc-d316e76bca32","af4b210b8fa10ace","2020-06-09 14:03:31",128,"B","A","A","C","B","C","B","A","A","C","C","A","B","A","B","A",1,"Worst","Better","Better","B","A","2020-06-09 14:21:32"
129,"MM06/123","UG120193","UG130007","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","43f80e4b-1b8c-48f6-8a62-c2e6d75e3aca",359027091121525,"2019-04-27 16:10:05","2019-04-27 17:44:20","Dokolo","Awelogwei",129,"Female",27,"Male",NA,33.12701,2.004828,1053,4.9,"a61c241e-4f10-478e-923e-2d82de24a5ce",355145100053507,"2020-02-09 12:15:19","2020-02-09 13:30:39","B","A","B","A","B","A","B","A","General Appearance; Plant Height; Suitability To Soils",NA,33.05515,1.983265,0,4934,"75f7d0e0-eecc-40ca-99d5-aca2dea3b50b",355145100053507,"2019-11-05 12:24:56","2019-11-05 19:32:33","B","A","C","A","B","A","B","Stem Appearance; General Appearance",NA,"1572946304265.jpg","1572946332882.jpg",33.13568,1.998576,0,4793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23ee25f6-6f8b-4d07-9f29-5954940feaa7","359667094787655","2019-06-23 13:57:55","2019-06-23 14:27:20","2019-04-27","Flat","Regular","Sandy Loam","A","C","Variety difference","The plot was affected by termites","B","C","Sprouted early","Weeding was done late and this affected since it germinated late","A","C","Green and healthy leaves","Low vigor",2,2,1,"Above Five Years",33.12717,2.004813,1048.2,5,"b392b2fc-7738-42d8-8a03-cc73b5e97db0","af4b210b8fa10ace","2020-06-09 11:08:02",129,"C","A","C","A","C","A","C","A","C","A","A","C","C","A","C","A",1,"Worst","Better","Better","2020-06-09 11:29:06",33.1271,2.00478,1066.618,4.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"d9edb863-fb3f-4de2-bef2-412ac2d868d7","af4b210b8fa10ace","2020-06-09 14:31:38",129,"A","C","A","C","A","C","B","C","B","C","B","C","B","C","B","C",1,"Worst","Better","Worst","C","B","2020-06-09 14:49:39"
130,"UG120198","UG120124","MM16/1627  ","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","d873b30d-6aae-4f74-96d0-865f8f43a9c4",359027091121525,"2019-04-27 16:36:24","2019-04-27 17:43:52","Dokolo","Awelogwei",130,"Male",41,"Male",NA,33.12881,1.999843,1064.9,4.6,"275b2ce1-e509-487d-85bd-9d0f774e2b95",355145100053507,"2020-02-09 11:20:18","2020-02-09 13:29:23","A","C","A","C","A","C","A","C","General Appearance; Plant Height; Suitability To Soils","Folliage appearance",33.05515,1.983265,0,4934,"c2f72ace-ce96-4965-aeb5-c0e9656bea4a",355145100053507,"2019-11-05 12:39:34","2019-11-05 19:33:18","A","C","A","C","A","C","A","Stem Appearance; Plant Branching Habit; General Appearance",NA,"1572947095451.jpg","1572947134101.jpg",33.12239,2.005584,0,4637,"b11b0a19-5ebd-4f28-a4b8-4d4d592ae787",355145100053507,"2019-09-08 13:45:22","2019-09-09 15:35:30","A","B","A","B","A","C","Option A","Plant Vigor; Disease Resistance",NA,33.08785,1.970352,0,4398,"ec4fb547-e709-46f1-925f-5706ecf9529b","359667094787655","2019-06-23 15:10:16","2019-06-23 15:44:30","2019-04-27","Flat","Good","Clay Loam","A","C","Germinated very fast","Took long to germinate","C","B","Has more stems and leaves which are big","Has single stems which are slender","A","B","Nice looking leaves and has many stems meaning the yield could be high","Doesn`t look so healthy",2,1,1,"Above Five Years",33.1289,1.999883,1061.3,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"NAROCASS 1","UG130016 ","MM16/0707","NaCRRI02","Nextgen IITA clones","Robert Kawuki","UG","1b84de1f-e5ff-48e5-915b-0f6f4c10698b",351856086769908,"2019-04-28 00:29:01","2019-05-03 00:16:28","Dokolo","Iguli",131,"Female",45,"Female",NA,33.13256,1.938516,1041,4.551,"94fc486e-d914-4b75-aa95-6c336ecb383c",355145100053507,"2020-02-08 12:06:34","2020-02-08 14:58:01","A","C","A","C","B","C","A","C","Plant Height; General Appearance",NA,33.16507,1.919849,0,21.6,"1d22ae41-a001-4741-ba0a-7db4cb958ca1",355145100053507,"2019-11-05 14:45:30","2019-11-05 19:35:05","B","C","C","A","B","A","B","Stem Appearance; General Appearance",NA,"1572954653355.jpg","1572954692443.jpg",33.1593,1.923201,0,3830,"62df73bc-c050-472f-ac3f-4bea51c58348",355145100053507,"2019-09-08 14:57:33","2019-09-09 15:36:42","C","B","C","B","C","A","Option A","Other; Disease Resistance; Pest Resistance","There has been sign of tuber formation",33.159,1.923178,0,3832,"36bc5e8f-65da-46ce-9aa6-de1b91fd268a","355438910076150","2019-06-24 13:25:43","2019-06-24 13:37:33","2019-04-27","Average","Regular","Sandy Loam","B","A","High proportion germinated","Delayed termination","C","A","Fast growing","Stunted plants","B","A","Good establishment","Slow growing",1,1,1,"Above Five Years",33.1326,1.938645,1056.7,4.7,"5aa443ec-4dcf-4e82-b359-88fb1468100c","af4b210b8fa10ace","2020-06-10 10:55:58",131,"B","C","B","A","C","A","B","A","B","A","B","A","B","A","B","A",1,"Worst","Better","Better","2020-06-10 11:07:52",33.13258,1.938645,1028.623,4.288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18a1f1d9-766a-435e-9b96-cdab9f655269","af4b210b8fa10ace","2020-06-10 16:51:47",131,"B","C","B","C","B","C","B","C","A","C","B","A","B","C","B","C",1,"Better","Better","Worst","B","C","2020-06-10 17:05:54"
